Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Hungary,HUN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.3424992504116,68.6233170504033,68.9046773297652,69.2095774863236,69.4956401557542,69.8329188550741,70.1634297353982,70.4834996290695,70.8325402242922,71.1618025560562,71.5102462172669,71.829716524088,72.1464309845474,72.43263707983,72.7021778884802,72.9613417942562,73.2075493810107,73.4123304298144,73.6155442434613
IBRD only,IBD,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,12.6495458272157,12.7819332937289,12.7641020943161,12.5837322239561,12.0526382299085,11.1038328904499,10.0370079672677,9.33783393701188,8.63403713339199,8.19672022453872,7.79119983515469,7.51236015282714,7.36752320515755,7.29936328812024,7.21310712059943,7.05623869281112,6.84834038569015,6.85354253636736,7.29201104902495
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.690243902439,80.5024390243903,80.9634146341464,80.9975609756098,81.5024390243902,81.1585365853659,81.4536585365854,81.609756097561,81.7512195121951,81.8975609756097,82.3585365853659,82.9170731707317,82.0609756097561,82.8609756097561,82.4682926829268,82.2048780487805,82.6609756097561,82.8609756097561,83.1634146341463
Iceland,ISL,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.7726015217875,66.056104764762,66.3497674545428,66.6704731980972,66.9840341947331,67.3429656622654,67.7000276262505,68.0495169371736,68.4189904037651,68.7682560115178,69.1277248475576,69.461147399827,69.7877604311951,70.0855560489329,70.3639289884542,70.6270953314995,70.8733264198725,71.0810991683187,71.2810998904137
IDA & IBRD total,IBT,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,15.1413078055562,15.1874940017869,15.0654530863951,14.7017834391971,14.0636099093661,13.0997882152275,12.1315038895776,11.4795318878771,10.7452697219202,10.2444252050792,9.78134129694405,9.53174572092701,9.37980668745724,9.31143634323165,9.29652762504094,9.21140626693381,9.11072485537256,9.17340720773493,9.77006043167071
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.3992175485255,55.6702737111443,55.9917894189564,56.3709625596441,56.7977719441493,57.2615636646031,57.7488148652209,58.2429038915377,58.7306472130902,59.2083537677462,59.6646216744738,60.093254219475,60.5041768554014,60.8936939555635,61.2562787071839,61.587965839819,61.8891292033631,62.1618673864433,62.4089972219881
IDA blend,IDB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,17.8283091205807,18.2300792265824,17.8207410219668,16.3484191829723,14.9393368252563,13.8843551444962,13.5172422356333,13.4877183095016,13.1854902835401,12.8399807159806,12.4907134124061,12.2949834863422,12.0048061675739,11.6986101228432,11.6409802947112,11.7639650784061,12.0866297948137,12.2896210647715,13.6605406929056
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.8850735433809,57.3710934821113,57.8944391868177,58.4457561419525,59.0193861415726,59.6088606767951,60.2058599235555,60.7960241817353,61.3672130961587,61.9085748483026,62.4220801379545,62.9111163186955,63.376470884927,63.8175371192159,64.231666751979,64.6170734898039,64.9738962788673,65.3053098277412,65.6143077206477
IDA only,IDX,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,29.3663575309593,28.4741159921468,27.6791602592595,26.6430338968279,25.6355395421933,24.4889600966599,23.6198994698967,22.7466182460812,21.4473181431984,20.3516604352764,19.3618434143087,19.112087961498,18.8671209590014,18.7994727991386,19.0538018493279,19.0868915738573,19.1568086928691,19.277923568564,20.0669991425538
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.3889791044498,56.8035712136421,57.2601753829707,57.7545805761769,58.2795793926266,58.8272436142183,59.387469572742,59.945142575197,60.4878324462452,61.0067031011265,61.499732665685,61.9675746148283,62.4136716450887,62.8364792836085,63.2325063377198,63.5993011284627,63.9370980929765,64.2486761969651,64.5369488281983
IDA total,IDA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,25.2269374207889,24.7989637096673,24.1425331996253,22.9492055446721,21.7952289211101,20.6773446575666,19.9831547287301,19.4077276585803,18.4628486318943,17.6328019715412,16.8706732392353,16.6381421518029,16.374712462976,16.2183944947358,16.3572769062205,16.4211427103006,16.5813989897487,16.7308191548702,17.7306609146492
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.907,63.304,63.699,64.095,64.5,64.918,65.35,65.794,66.244,66.693,67.13,67.545,67.931,68.286,68.607,68.897,69.165,69.416,69.656
India,IND,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,18.4,20.1,21.5,22.1,21.6,19.6,17.5,16.6,16.3,15.9,15.4,14.9,14.9,14.8,14.5,13.9,13.2,13.3,14.6
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.037,66.321,66.631,66.969,67.334,67.717,68.105,68.485,68.853,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509,71.716
Indonesia,IDN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,19.2,19.1,18.9,19.1,19.2,19,18.5,17.4,15.4,13,10.7,9.3,8.2,7.9,7.2,6.6,5.9,5.9,6.2
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.553,70.921,71.265,71.592,71.917,72.257,72.626,73.027,73.457,73.905,74.352,74.776,75.162,75.502,75.796,76.047,76.271,76.479,76.677
"Iran, Islamic Rep.",IRN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4.8,5,5,4.9,5.2,5.5,5.7,5.4,5.5,6.1,6.3,6,5.1,4.9,4.7,4.9,5.2,5.2,4.9
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.983,68.827,68.636,68.437,68.266,68.157,68.13,68.19,68.34,68.567,68.848,69.148,69.437,69.7,69.929,70.122,70.294,70.454,70.604
Iraq,IRQ,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,22.1,21.4,20.2,19.4,17.9,18,17.8,17,15.8,15,15.9,16.6,16.8,17.3,18.4,19.1,18.8,18.1,17.4
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.1341463414634,77.6341463414634,78.1390243902439,78.5390243902439,78.9439024390244,79.2414634146342,79.6414634146341,80.0951219512195,80.190243902439,80.7439024390244,80.7463414634146,80.8463414634146,80.9487804878049,81.3487804878049,81.4536585365854,81.6536585365854,82.1560975609756,82.2048780487805,82.7024390243903
Ireland,IRL,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,77.9658536585366,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.4073170731707,79.4512195121951,79.6487804878049,80.1463414634146,80.1512195121951,80.5536585365854,80.5048780487805,80.9512195121951,81.4048780487805,81.6024390243903,81.6560975609756,81.7048780487805,82.0560975609756,82.1536585365854,82.0512195121951,82.4073170731707,82.5512195121951,82.8024390243903,82.8048780487805
Israel,ISR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.1268292682927,80.2292682926829,79.9829268292683,80.7804878048781,80.7829268292683,81.2829268292683,81.4341463414634,81.4853658536585,81.6365853658537,82.0365853658537,82.1878048780488,82.2390243902439,82.690243902439,83.090243902439,82.5439024390244,83.2439024390244,82.9463414634147,83.3463414634146,83.4975609756098
Italy,ITA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.139,74.14,74.142,74.146,74.148,74.143,74.129,74.103,74.071,74.038,74.012,74.001,74.01,74.042,74.098,74.175,74.267,74.368,74.475
Jamaica,JAM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,7.4,6.9,7,7.1,7.4,7.7,8.3,9,9.6,9.7,9.9,9.7,9.7,9.3,9.7,9.3,9,8.1,7.5
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4170731707317,81.5634146341463,81.76,82.030243902439,81.9251219512195,82.3219512195122,82.5070731707317,82.5875609756098,82.9314634146342,82.8426829268293,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,83.7939024390244,83.9848780487805,84.099756097561,84.2109756097561,84.3563414634146
Japan,JPN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.8
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.907,72.083,72.256,72.427,72.595,72.763,72.931,73.099,73.266,73.428,73.581,73.722,73.851,73.969,74.078,74.184,74.292,74.405,74.526
Jordan,JOR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,9.7,7.7,6.3,5.7,5.5,5.7,6.1,6.5,6.4,6.2,6.1,6.3,6,6,6.3,7.1,8.8,11.2,14.6
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.76,65.95,65.74,66.06,65.86,66.15,66.34,67.11,68.39,68.45,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15,73.18
Kazakhstan,KAZ,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,6.5,6.6,7.1,7.5,7.3,6.3,5.1,4.3,3.7,3.2,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.101,51.606,52.41,53.475,54.732,56.093,57.463,58.76,59.932,60.959,61.851,62.659,63.419,64.135,64.798,65.393,65.909,66.342,66.699
Kenya,KEN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,32.2,33.6,34.9,32.1,28.5,26.1,26.9,26.6,24.7,22.2,20.6,19.8,19.5,19.6,21.5,23.3,25.1,24.7,25.6
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.446,63.731,63.995,64.242,64.478,64.712,64.953,65.208,65.48,65.769,66.072,66.381,66.69,66.995,67.291,67.577,67.851,68.116,68.369
Kiribati,KIR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4.4,4.6,5,5.1,5.3,5.5,6,6.2,5.4,4.4,3.5,3.3,3.3,3.2,3.2,3.3,3.4,3.9,4
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.087,66.925,67.615,68.102,68.389,68.54,68.675,68.884,69.185,69.571,70.012,70.454,70.853,71.198,71.481,71.711,71.91,72.095,72.274
"Korea, Dem. People's Rep.",PRK,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,35.7,34.8,32.3,32.6,33.8,36.1,38.2,39.7,39.6,39.1,38.2,38.6,38.6,39.6,40.3,41.2,42.9,42.6,43
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.4121951219512,76.7658536585366,77.2146341463415,77.6658536585366,78.1682926829268,78.6682926829268,79.119512195122,79.5170731707317,79.9682926829268,80.1170731707317,80.5682926829269,80.819512195122,81.2707317073171,81.7219512195122,82.0243902439024,82.2756097560976,82.6268292682927,82.6268292682927,83.2268292682927
"Korea, Rep.",KOR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.9975609756098,67.9439024390244,68.1951219512195,68.4951219512195,68.6951219512195,68.9463414634146,69.1975609756098,69.4487804878049,69.6487804878049,69.9,70.2,70.4975609756098,70.7975609756098,71.0975609756098,71.3463414634146,71.8463414634146,72.2951219512195,72.6951219512195,73.0926829268293
Kosovo,XKX,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.21,73.28,73.355,73.439,73.538,73.66,73.807,73.976,74.162,74.358,74.55,74.728,74.885,75.019,75.13,75.224,75.311,75.398,75.489
Kuwait,KWT,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.7073170731707,68.1560975609756,68.2560975609756,68.1536585365854,67.9560975609756,67.6951219512195,67.8951219512195,68.4512195121951,69.1024390243903,69.3,69.6024390243903,70.0024390243902,70.2024390243902,70.4024390243902,70.6512195121951,70.9512195121951,71.2,71.4,71.6
Kyrgyz Republic,KGZ,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,15,12.9,10.6,8.5,8.5,9,9.6,8.8,8.2,7.3,6.7,6.3,6.1,6.1,6.3,6.1,5.8,5.4,5.2
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.372,59.937,60.502,61.065,61.625,62.182,62.731,63.271,63.797,64.306,64.797,65.267,65.717,66.144,66.546,66.924,67.277,67.61,67.923
Lao PDR,LAO,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,31.2,29.5,26.9,24.1,22.4,20.6,20.1,18.3,16.8,14.1,12.8,11.3,10,8,6.7,5.9,5.6,5.3,5.4
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2117955539286,71.499051310681,71.7911771672286,72.1185821507073,72.4016758018185,72.7562870653992,73.0814663510818,73.3778290311873,73.7031370579174,73.9839626634512,74.3178563455763,74.6098162601229,74.9194698120527,75.1997193782948,75.4727195405028,75.7481747587565,76.0176787424202,76.2276557948749,76.4412881269183
Late-demographic dividend,LTE,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,10.065667883512,9.40170782590016,8.60630051202344,7.99171265848802,7.3472021816741,6.7231340609262,5.91706897272771,5.21914861330201,4.34526740515138,4.05337617076961,3.89177722498173,3.79296237585529,3.68463374389442,3.61264792740779,3.55717577837077,3.53969381664212,3.52254671496318,3.49744999415621,3.5237576375629
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.9931240294382,72.2876337880566,72.5622615412367,72.8191972031776,73.0605266579857,73.2874586622882,73.5017852386201,73.7041565686137,73.9041864986615,74.0972202511906,74.2831175178127,74.4614544439902,74.632797924154,74.7990465003133,74.9616876443858,75.1220231779781,75.2820866077559,75.4408494044772,75.6014950394695
Latin America & Caribbean,LCN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,10.7829096723033,10.5329461643322,10.3056600359169,9.75562814531238,9.32372287574932,8.79318062295164,8.27081890940135,7.9626772544938,7.40823898600401,6.95087196350802,6.40895916499784,6.1373897892746,5.79184122619703,5.6688204681009,6.02579369826049,6.39585711072221,6.77148513416514,6.81102591219443,7.133410957733
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.7445229322914,72.0463805952358,72.3302743644085,72.5976614518352,72.8490847598245,73.0850947478277,73.3094428599401,73.5245129116126,73.7326115691507,73.9348188959934,74.1323929590259,74.3253082716744,74.5132963755128,74.6978416907836,74.8790853707662,75.056442122323,75.2308677825788,75.4015407258583,75.570175851589
Latin America & Caribbean (excluding high income),LAC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,10.7761287930819,10.5196775645606,10.2861975369105,9.91623853130768,9.52518723484226,9.03789816515437,8.59951950049353,8.37559952314193,7.79063879469486,7.3028553552713,6.72432972235689,6.43807336547149,6.0590708175606,5.81694732577732,5.84224592100853,5.98820994002284,6.13137353415478,6.18366406440496,6.45549036275411
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.843556692425,72.1392107435642,72.4171632166203,72.6784084080014,72.923785484274,73.1540865222727,73.3732811516521,73.5836260306776,73.7868998996756,73.9833457832769,74.17297211692,74.3552670519728,74.5302463962911,74.700181700404,74.8665594523911,75.0305585888065,75.1942820911752,75.3573280274652,75.5203877691048
Latin America & the Caribbean (IDA & IBRD countries),TLA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,10.96590805023,10.7085627215726,10.474154434046,9.9106071799916,9.46770382484466,8.9245747344775,8.3896183504618,8.07377974707746,7.5068864552615,7.03931653874455,6.48576644773062,6.20803614089342,5.85513227880747,5.72918855225721,6.09251320814617,6.46893698768511,6.85097678681987,6.8905704072693,7.21830170333617
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.7609756097561,70.9609756097561,71.2658536585366,72.0268292682927,71.3560975609756,70.8658536585366,71.019512195122,72.419512195122,73.0804878048781,73.4829268292683,73.5756097560976,73.7780487804878,73.9829268292683,74.1243902439024,74.4804878048781,74.580487804878,74.6292682926829,74.7829268292683,75.3878048780488
Latvia,LVA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4.6,3.4,2.8,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.9724731679851,56.4995787167107,57.0580132361315,57.643821205465,58.2528652743588,58.8803948718696,59.5177030653346,60.1542057093859,60.7807065849066,61.386749569057,61.9653470736318,62.5133563629601,63.0285904349676,63.5072486323836,63.9460709925393,64.3441897928912,64.7062796007218,65.038269357477,65.3439325137345
Least developed countries: UN classification,LDC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,31.4485785433613,30.4522897498408,29.5363401098161,28.408671047922,27.3291854427984,26.088198218128,25.1224331910602,24.1551773839909,22.6266156162741,21.3153626042227,20.141081416719,19.8522658029587,19.5502358413075,19.4503778033816,19.7518978038179,19.8712984639891,20.0042373522484,20.1974630951152,21.1504043765585
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.999,75.488,75.969,76.432,76.865,77.26,77.609,77.911,78.161,78.36,78.507,78.611,78.683,78.732,78.768,78.8,78.833,78.875,78.93
Lebanon,LBN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,7.8,8.6,9.6,10.7,10.9,10.5,9.9,9.4,7.6,5.7,4.2,4.6,5,5.5,5.9,6.2,6.8,7.1,9
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.197,44.898,43.845,43.083,42.658,42.595,42.854,43.384,44.146,45.1,46.207,47.416,48.663,49.891,51.038,52.059,52.947,53.705,54.331
Lesotho,LSO,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,20,18.5,16.8,15.3,13.7,12.8,12.4,12.3,11.9,11.6,12,14.8,19.3,26.1,30.3,32,29.5,28.7,31.2
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.236,52.826,53.554,54.422,55.393,56.4,57.365,58.229,58.971,59.6,60.146,60.663,61.186,61.723,62.269,62.802,63.295,63.73,64.104
Liberia,LBR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,36.6,38.1,37.6,36.5,35.8,35.3,34.4,32.9,33.1,34.5,35.7,36.2,36.1,36.8,36.4,36.3,36.6,37.5,39.2
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.038,71.244,71.466,71.693,71.902,72.063,72.155,72.174,72.129,72.044,71.956,71.901,71.907,71.981,72.121,72.311,72.52,72.724,72.913
Libya,LBY,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.2756097560976,79.6365853658537,79.9609756097561,81.7707317073171,80.6682926829268,80.9487804878049,81.2951219512195,82.6829268292683,81.5,81.8414634146342,81.7926829268293,82.3829268292683,82.2609756097561,82.0731707317073,82.6560975609756,82.2585365853659,83.7463414634147,83.0414634146342,84.1609756097561
Liechtenstein,LIE,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.6585365853659,71.7609756097561,72.0609756097561,71.9609756097561,71.2536585365854,71.0560975609756,70.9,71.8121951219512,72.9146341463415,73.2682926829268,73.5634146341464,73.8634146341464,73.9146341463415,74.5170731707317,74.3219512195122,74.6707317073171,75.4804878048781,75.6804878048781,76.2829268292683
Lithuania,LTU,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.6291006682409,65.9190056724883,66.2181753248796,66.5420769601283,66.8591799142224,67.2213937416093,67.5820828362138,67.9352569055691,68.3071720991309,68.6586430382576,69.0186509418304,69.3585735802206,69.6881617284656,69.9889620313703,70.2745688809921,70.5395002417484,70.7913003087404,71.0039497710484,71.2049080545178
Low & middle income,LMY,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,15.4121336610071,15.4551112815311,15.3192469711413,14.9719824566964,14.3357407748727,13.3746987154356,12.4118398770322,11.765282510822,11.0199053461219,10.508710684404,10.0346604849921,9.78238398215595,9.62636848354894,9.54910947288169,9.49998879444601,9.39061077202054,9.26803890582968,9.32902794543735,9.9254404178536
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.6593205825436,54.2496397718097,54.8820778891534,55.5482568849604,56.237628925145,56.9420120053853,57.6495587682563,58.3438715877498,59.0089081988398,59.6343585236154,60.2180348159133,60.7660515546114,61.2832679399394,61.7692179965817,62.2222076133754,62.6410379144215,63.0285168696645,63.3907771004242,63.7319949477722
Low income,LIC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,36.2735847862782,35.4471487332769,34.660292071846,33.6025815505038,32.7466457726542,31.7989073575865,31.0187054496451,30.2326552155736,28.1903727050194,26.743611474881,25.3086256358674,25.2191777629418,24.9923828279651,25.337139957737,25.9939895523564,26.4577295639263,27.0053887253222,27.5663288827429,29.1268308662311
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.0366258892834,63.375166444849,63.7170577507327,64.0714812110335,64.4365168251659,64.8211348086923,65.217293729152,65.6173738886915,66.0325583535386,66.4430184463452,66.8329875224034,67.1992140143485,67.5465362024671,67.8685010902363,68.1645708173366,68.4389960381744,68.6919164614795,68.9190229482207,69.1368212313025
Lower middle income,LMC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,18.0680960364313,18.6202623918763,18.9132058547542,18.7740015571022,18.1311601420751,16.8358409559196,15.5851594896887,14.86575105038,14.2932763980569,13.6536537140903,12.965381070786,12.4722142058196,12.2096919946165,11.974206787929,11.6856200876996,11.2840359072923,10.8622333114048,10.8109684060243,11.5686759343513
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.8243902439025,77.9658536585366,77.7268292682927,79.1219512195122,79.4317073170732,79.2878048780488,79.3829268292683,80.5390243902439,80.6365853658537,80.6317073170732,80.9878048780488,81.3926829268293,81.8,82.2292682926829,82.2926829268293,82.6853658536585,82.0951219512195,82.2951219512195,82.6390243902439
Luxembourg,LUX,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.645,80.87,81.089,81.304,81.523,81.748,81.981,82.22,82.462,82.704,82.938,83.158,83.361,83.543,83.707,83.854,83.989,84.118,84.244
"Macao SAR, China",MAC,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,21.2,20.6,19.1,17.3,16,15.2,14.9,14.5,12.4,9.7,7.2,6.5,6,5.5,5.1,5,4.9,4.7,4.6
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.129,59.717,60.256,60.752,61.212,61.65,62.079,62.509,62.944,63.388,63.836,64.28,64.713,65.133,65.539,65.931,66.311,66.681,67.041
Madagascar,MDG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,33.8,35.2,36.5,35,33.4,31,30.5,30.4,29.7,28.2,27.3,29.4,33,37.6,40.2,41.6,42.3,44.3,47.4
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.204,45.517,46.052,46.823,47.844,49.118,50.595,52.206,53.888,55.564,57.161,58.629,59.931,61.042,61.953,62.681,63.279,63.798,64.263
Malawi,MWI,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,23.6,23.8,24.6,24,22.5,20.8,19.3,19,17.1,15.5,13.7,14,14.8,15.4,16,16.1,16.6,16.8,17.6
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.782,72.976,73.17,73.364,73.555,73.744,73.931,74.118,74.305,74.493,74.683,74.877,75.072,75.268,75.461,75.649,75.828,75.997,76.156
Malaysia,MYS,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.8,2.9,3.1,3.2,3.4,3.6,3.6,3.7,3.4,3.3,3.3,3.5,3.6,3.8,3.5,3.2,2.7,2.6
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.964,71.708,72.399,73.034,73.612,74.138,74.621,75.073,75.499,75.905,76.293,76.664,77.018,77.36,77.691,78.013,78.325,78.627,78.921
Maldives,MDV,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
